Cirencester;Germanus i;7
Cirencester;Martialis i;3
Cirencester;Abitus (Habitus);2
Cirencester;Albanus ii;2
Cirencester;Amandus ii;3
Cirencester;Aper i;2
Cirencester;Aquitanus;3
Cirencester;Ardacus ii;3
Cirencester;Bassus ii;2
Cirencester;Castus i;2
Cirencester;Cennatus;2
Cirencester;Censor i;6
Cirencester;Cosiu Urap- (Cosius Urappus);2
Cirencester;Cosius Iucundus (A. Co- Iuc-)?;2
Cirencester;Cosius Rufinus;5
Cirencester;Cotio (Otio)?;2
Cirencester;Cotto ii;5
Cirencester;Crestio;9
Cirencester;Crestus i;7
Cirencester;Crispus iii;2
Cirencester;Dontio;3
Cirencester;Fabus i;3
Cirencester;Firmo ii;3
Cirencester;Firmus ii;2
Cirencester;Frontinus;5
Cirencester;G. Salarius Aptus;3
Cirencester;Gallus ii;2
Cirencester;Ingenuus ii;2
Cirencester;Iullinus i;3
Cirencester;Iustus i;3
Cirencester;L. Tr- Masculus;4
Cirencester;Labio;2
Cirencester;Licinus;8
Cirencester;Maccarus i;6
Cirencester;Macer i;2
Cirencester;Macrinus i;2
Cirencester;Marsus i (Marssus);4
Cirencester;Martius ii;2
Cirencester;Memor;3
Cirencester;Mercator i (Mercatoris)?;6
Cirencester;Modestus i;15
Cirencester;Mommo;4
Cirencester;Montanus i;4
Cirencester;Murranus i;12
Cirencester;Nequres;4
Cirencester;Niger ii;12
Cirencester;Passenus (Passienus);17
Cirencester;Patricius i;15
Cirencester;Ponteius;2
Cirencester;Pontus (Pontius)?;5
Cirencester;Primulus i;2
Cirencester;Rufinus iii;2
Cirencester;Secundus i;2
Cirencester;Senicio;3
Cirencester;Severus iii;18
Cirencester;Silvanus i;2
Cirencester;Tertius iii;5
Cirencester;Verecundus ii;2
Cirencester;Virilis ii;6
Cirencester;Virtus i;4
Cirencester;Vitalis i;7
Cirencester;Vitalis ii;13
Cirencester;Calvus i;12
Cirencester;Secundus ii;10
Cirencester;Felix i;8
Cirencester;Paullus i (Paulus);2
Cirencester;Primus iii;16
Cirencester;Iucundus ii;2
Cirencester;Calus ii;2
Cirencester;Sabinus iii;8
Cirencester;Logirnus;2
Colchester;Flavius Germanus (L. Flavius Germanus);4
Colchester;Germanus i;12
Colchester;Martialis i;8
Colchester;Meddillus (Mesillus);5
Colchester;Abitus (Habitus);8
Colchester;Aemilius i;3
Colchester;Albanus ii;9
Colchester;Albinus iii;5
Colchester;Albus i;5
Colchester;Amandus ii;2
Colchester;Aper i;4
Colchester;Aquitanus;30
Colchester;Ardacus ii;10
Colchester;Atica (Athca)?;3
Colchester;Bassus ii;25
Colchester;Bassus ii-Coelus;3
Colchester;Bassus iii;2
Colchester;Bionis (Bio)?;6
Colchester;Bissunus;3
Colchester;Buccio i;2
Colchester;C. Iulius Celer (Cicelr- etc.);2
Colchester;C. N- Celsus;2
Colchester;C. Silvius Patricius;6
Colchester;C. Valerius Albanus?;3
Colchester;Cabuca;2
Colchester;Cantirrius (Cantirrus);2
Colchester;Cantus;2
Colchester;Capito i;5
Colchester;Carantus i;2
Colchester;Carus iii;2
Colchester;Celsus ii;2
Colchester;Censor i;4
Colchester;Chrestus;5
Colchester;Coelus ii;2
Colchester;Cosius Iucundus (A. Co- Iuc-)?;6
Colchester;Cosius Rufinus;10
Colchester;Cotio (Otio)?;2
Colchester;Cotto ii;10
Colchester;Crestio;16
Colchester;Crestus i;16
Colchester;Crispus iii;4
Colchester;Damonus;3
Colchester;Dontio;3
Colchester;Fabus i;2
Colchester;Fedotus;2
Colchester;Felicio i;6
Colchester;Firmo ii;6
Colchester;Firmus ii;2
Colchester;Flavius Sabinus;2
Colchester;Florus ii;2
Colchester;Fortis i;2
Colchester;Frontinus;12
Colchester;Fuscus i or ii;2
Colchester;Fuscus ii;6
Colchester;Ingenuus ii;9
Colchester;Iucundus iii;6
Colchester;Iullinus i;6
Colchester;Iustus i;6
Colchester;L. Ter- Secundus;2
Colchester;L. Tr- Masculus;5
Colchester;Labio;8
Colchester;Libertus i;3
Colchester;Lic- Seve- (Licinius Severus)?;2
Colchester;Licinus;37
Colchester;Lucceius i;5
Colchester;Maccarus i;10
Colchester;Magnus i;2
Colchester;Manduilus;2
Colchester;Marinus i;5
Colchester;Marsus i (Marssus);5
Colchester;Maso i;4
Colchester;Maternus ii (Mater-)?;2
Colchester;Matugenus ii;4
Colchester;Memor;5
Colchester;Mercator i (Mercatoris)?;7
Colchester;Modestus i;36
Colchester;Moi-;4
Colchester;Mommo;22
Colchester;Mon- i;2
Colchester;Mont- Cres- (Montius Cres);5
Colchester;Montanus i;4
Colchester;Murranus i;43
Colchester;Nenus (Nenius);2
Colchester;Nequres;5
Colchester;Nestor;8
Colchester;Niger ii;26
Colchester;Niger ii-And-;4
Colchester;Nitor;2
Colchester;Notus;5
Colchester;Onc-Pa-;2
Colchester;Passenus (Passienus);55
Colchester;Patricius i;16
Colchester;Peregrinus i;5
Colchester;Perrus (Perus);6
Colchester;Ponteius;7
